Amplitude,1 Back,1 Forward,RR,HR back,HR,HR After,TYPE
-0.1642651296829971,-0.17002881844380405,-0.15658021133525457,0.8949416342412452,65,67,67,0
-0.15658021133525457,-0.1642651296829971,-0.4457252641690682,0.8949416342412452,67,67,78,0
-0.4457252641690682,-0.15658021133525457,-0.20365033621517772,0.7626459143968871,67,78,119,0
-0.20365033621517772,-0.4457252641690682,0.1873198847262248,0.5019455252918288,78,119,47,0
0.1873198847262248,-0.20365033621517772,-0.069164265129683,1.2607003891050583,119,47,69,1
-0.069164265129683,0.1873198847262248,-0.16138328530259366,0.867704280155642,47,69,76,0
-0.16138328530259366,-0.069164265129683,-0.10086455331412104,0.7821011673151751,69,76,117,0
-0.10086455331412104,-0.16138328530259366,-0.04899135446685879,0.5097276264591439,76,117,67,0
-0.04899135446685879,-0.10086455331412104,-0.05475504322766571,0.8910505836575876,117,67,81,1
-0.05475504322766571,-0.04899135446685879,-0.07108549471661864,0.7354085603112841,67,81,72,0
-0.07108549471661864,-0.05475504322766571,-0.024015369836695485,0.8249027237354085,81,72,115,0
-0.024015369836695485,-0.07108549471661864,0.3323727185398655,0.5175097276264592,72,115,54,0
0.3323727185398655,-0.024015369836695485,0.04610951008645533,1.1089494163424125,115,54,75,1
0.04610951008645533,0.3323727185398655,0.023054755043227664,0.7898832684824902,54,75,85,0
0.023054755043227664,0.04610951008645533,-0.007684918347742555,0.7042801556420234,75,85,115,0
-0.007684918347742555,0.023054755043227664,0.17675312199807877,0.5214007782101168,85,115,71,0
0.17675312199807877,-0.007684918347742555,0.024015369836695485,0.8404669260700389,115,71,86,1
0.024015369836695485,0.17675312199807877,0.0038424591738712775,0.6964980544747081,71,86,71,0
0.0038424591738712775,0.024015369836695485,-0.08069164265129683,0.8404669260700389,86,71,77,0
-0.08069164265129683,0.0038424591738712775,-0.14505283381364073,0.7782101167315175,71,77,74,0
-0.14505283381364073,-0.08069164265129683,-0.23246878001921228,0.8093385214007782,77,74,82,0
-0.23246878001921228,-0.14505283381364073,-0.15273775216138327,0.7237354085603113,74,82,86,0
-0.15273775216138327,-0.23246878001921228,-0.14697406340057637,0.6926070038910506,82,86,78,0
-0.14697406340057637,-0.15273775216138327,-0.1844380403458213,0.7665369649805448,86,78,68,0
-0.1844380403458213,-0.14697406340057637,-0.05091258405379443,0.8715953307392996,78,68,112,0
