Amplitude,1 Back,1 Forward,RR,HR back,HR,HR After,TYPE
0.7392996108949417,0.6050583657587548,0.8754863813229572,1.0544747081712063,55,56,57,0
0.8754863813229572,0.7392996108949417,0.8560311284046692,1.046692607003891,56,57,56,0
0.8560311284046692,0.8754863813229572,0.7645914396887159,1.0544747081712063,57,56,56,0
0.7645914396887159,0.8560311284046692,0.7509727626459144,1.066147859922179,56,56,54,0
0.7509727626459144,0.7645914396887159,0.708171206225681,1.093385214007782,56,54,55,0
0.708171206225681,0.7509727626459144,0.7684824902723736,1.0778210116731517,54,55,54,0
0.7684824902723736,0.708171206225681,0.7120622568093385,1.0972762645914398,55,54,53,0
0.7120622568093385,0.7684824902723736,0.811284046692607,1.11284046692607,54,53,60,0
0.811284046692607,0.7120622568093385,0.943579766536965,0.9844357976653697,53,60,50,0
0.943579766536965,0.811284046692607,0.7373540856031129,1.1867704280155642,60,50,57,0
0.7373540856031129,0.943579766536965,0.7840466926070039,1.0505836575875487,50,57,58,0
0.7840466926070039,0.7373540856031129,0.7198443579766537,1.0311284046692606,57,58,60,0
0.7198443579766537,0.7840466926070039,0.7159533073929961,1.0,58,60,63,0
0.7159533073929961,0.7198443579766537,0.7295719844357976,0.9416342412451362,60,63,53,0
0.7295719844357976,0.7159533073929961,0.72568093385214,1.1245136186770428,63,53,55,0
0.72568093385214,0.7295719844357976,0.6050583657587548,1.0778210116731517,53,55,54,0
0.6050583657587548,0.72568093385214,0.4883268482490272,1.105058365758755,55,54,56,0
0.4883268482490272,0.6050583657587548,0.6070038910505836,1.0544747081712063,54,56,56,0
0.6070038910505836,0.4883268482490272,0.4494163424124514,1.0622568093385214,56,56,56,0
0.4494163424124514,0.6070038910505836,0.4182879377431907,1.0700389105058365,56,56,54,0
0.4182879377431907,0.4494163424124514,0.27431906614785995,1.1011673151750974,56,54,54,0
0.27431906614785995,0.4182879377431907,0.05252918287937743,1.105058365758755,54,54,56,0
0.05252918287937743,0.27431906614785995,-0.05058365758754864,1.0583657587548638,54,56,58,0
-0.05058365758754864,0.05252918287937743,-0.033073929961089495,1.0311284046692606,56,58,57,0
-0.033073929961089495,-0.05058365758754864,0.04474708171206226,1.0428015564202335,58,57,56,0
0.04474708171206226,-0.033073929961089495,0.16342412451361868,1.0583657587548638,57,56,57,0
0.16342412451361868,0.04474708171206226,0.10700389105058365,1.0350194552529184,56,57,56,0
0.10700389105058365,0.16342412451361868,0.023346303501945526,1.0544747081712063,57,56,55,0
0.023346303501945526,0.10700389105058365,-0.007782101167315175,1.0739299610894941,56,55,54,0
