Amplitude,1 Back,1 Forward,RR,HR back,HR,HR After,TYPE
0.03543307086614173,-0.01968503937007874,0.19291338582677164,0.708171206225681,80,84,86,0
0.19291338582677164,0.03543307086614173,0.08661417322834646,0.6964980544747081,84,86,86,0
0.08661417322834646,0.19291338582677164,0.11811023622047244,0.6926070038910506,86,86,87,0
0.11811023622047244,0.08661417322834646,0.20078740157480315,0.688715953307393,86,87,87,0
0.20078740157480315,0.11811023622047244,0.17716535433070865,0.6848249027237354,87,87,89,0
0.17716535433070865,0.20078740157480315,0.33070866141732286,0.6731517509727627,87,89,90,0
0.33070866141732286,0.17716535433070865,0.29133858267716534,0.6653696498054474,89,90,92,0
0.29133858267716534,0.33070866141732286,0.24015748031496062,0.6459143968871596,90,92,94,0
0.24015748031496062,0.29133858267716534,0.25196850393700787,0.6342412451361867,92,94,94,0
0.25196850393700787,0.24015748031496062,0.2559055118110236,0.6342412451361867,94,94,124,0
0.2559055118110236,0.25196850393700787,2.409448818897638,0.48249027237354086,94,124,76,0
2.409448818897638,0.2559055118110236,0.15748031496062992,0.7821011673151751,124,76,80,1
0.15748031496062992,2.409448818897638,0.4330708661417323,0.7431906614785992,76,80,82,0
0.4330708661417323,0.15748031496062992,0.13385826771653545,0.7237354085603113,80,82,83,0
0.13385826771653545,0.4330708661417323,0.21653543307086615,0.7198443579766537,82,83,82,0
0.21653543307086615,0.13385826771653545,0.3188976377952756,0.7276264591439688,83,82,81,0
0.3188976377952756,0.21653543307086615,0.2952755905511811,0.7354085603112841,82,81,83,0
0.2952755905511811,0.3188976377952756,0.4921259842519685,0.7198443579766537,81,83,82,0
0.4921259842519685,0.2952755905511811,0.3937007874015748,0.7237354085603113,83,82,81,0
0.3937007874015748,0.4921259842519685,0.14960629921259844,0.7354085603112841,82,81,81,0
0.14960629921259844,0.3937007874015748,0.3228346456692913,0.7354085603112841,81,81,82,0
0.3228346456692913,0.14960629921259844,0.30708661417322836,0.7237354085603113,81,82,82,0
0.30708661417322836,0.3228346456692913,0.23622047244094488,0.7276264591439688,82,82,82,0
0.23622047244094488,0.30708661417322836,0.2992125984251969,0.7237354085603113,82,82,84,0
0.2992125984251969,0.23622047244094488,0.48031496062992124,0.708171206225681,82,84,90,0
0.48031496062992124,0.2992125984251969,0.3228346456692913,0.6653696498054474,84,90,92,0
0.3228346456692913,0.48031496062992124,0.25984251968503935,0.6498054474708171,90,92,92,0
0.25984251968503935,0.3228346456692913,0.1889763779527559,0.6459143968871596,92,92,65,0
0.1889763779527559,0.25984251968503935,0.12598425196850394,0.9221789883268483,92,65,69,0
0.12598425196850394,0.1889763779527559,0.2992125984251969,0.8599221789883269,65,69,80,0
0.2992125984251969,0.12598425196850394,0.2125984251968504,0.7470817120622568,69,80,80,0
0.2125984251968504,0.2992125984251969,0.07874015748031496,0.7431906614785992,80,80,82,0
0.07874015748031496,0.2125984251968504,0.1062992125984252,0.7237354085603113,80,82,83,0
0.1062992125984252,0.07874015748031496,0.25984251968503935,0.7159533073929961,82,83,84,0
0.25984251968503935,0.1062992125984252,0.18110236220472442,0.708171206225681,83,84,86,0
0.18110236220472442,0.25984251968503935,-0.1141732283464567,0.6964980544747081,84,86,87,0
-0.1141732283464567,0.18110236220472442,-0.2204724409448819,0.6848249027237354,86,87,89,0
-0.2204724409448819,-0.1141732283464567,-0.12992125984251968,0.669260700389105,87,89,91,0
-0.12992125984251968,-0.2204724409448819,-0.12598425196850394,0.6575875486381323,89,91,92,0
-0.12598425196850394,-0.12992125984251968,0.18110236220472442,0.6498054474708171,91,92,61,0
0.18110236220472442,-0.12598425196850394,0.015748031496062992,0.980544747081712,92,61,74,0
0.015748031496062992,0.18110236220472442,0.2952755905511811,0.8015564202334631,61,74,85,0
0.2952755905511811,0.015748031496062992,-0.11023622047244094,0.7003891050583657,74,85,89,0
-0.11023622047244094,0.2952755905511811,-0.594488188976378,0.669260700389105,85,89,91,0
-0.594488188976378,-0.11023622047244094,-0.43700787401574803,0.6536964980544747,89,91,93,0
-0.43700787401574803,-0.594488188976378,-0.2125984251968504,0.642023346303502,91,93,94,0
-0.2125984251968504,-0.43700787401574803,-0.19291338582677164,0.6381322957198443,93,94,94,0
-0.19291338582677164,-0.2125984251968504,-0.027559055118110236,0.6381322957198443,94,94,67,0
-0.027559055118110236,-0.19291338582677164,-0.1220472440944882,0.8832684824902723,94,67,72,0
-0.1220472440944882,-0.027559055118110236,0.22440944881889763,0.8287937743190662,67,72,82,0
0.22440944881889763,-0.1220472440944882,0.027559055118110236,0.7315175097276264,72,82,88,0
