Amplitude,1 Back,1 Forward,RR,HR back,HR,HR After,TYPE
-1.53,-0.845,-0.97,0.9833333333333333,332,61,62,0
-0.97,-1.53,-0.685,0.9638888888888889,61,62,59,0
-0.685,-0.97,-0.545,1.0166666666666666,62,59,63,0
-0.545,-0.685,-0.48,0.9388888888888889,59,63,65,0
-0.48,-0.545,-0.565,0.9111111111111111,63,65,64,0
-0.565,-0.48,-0.48,0.9333333333333333,65,64,60,0
-0.48,-0.565,-0.72,1.0,64,60,58,0
-0.72,-0.48,-0.89,1.0333333333333334,60,58,61,0
-0.89,-0.72,-0.855,0.9694444444444444,58,61,60,0
-0.855,-0.89,-0.77,0.9861111111111112,61,60,65,0
-0.77,-0.855,-0.845,0.9194444444444444,60,65,119,0
-0.845,-0.77,0.22,0.5027777777777778,65,119,234,0
0.22,-0.845,-0.355,0.25555555555555554,119,234,53,1
-0.355,0.22,-0.76,1.125,234,53,58,5
-0.76,-0.355,-0.815,1.025,53,58,56,0
-0.815,-0.76,-0.81,1.0527777777777778,58,56,59,0
-0.81,-0.815,-0.78,1.0138888888888888,56,59,54,0
-0.78,-0.81,-0.445,1.1111111111111112,59,54,59,0
-0.445,-0.78,-0.635,1.011111111111111,54,59,53,0
-0.635,-0.445,-0.875,1.1305555555555555,59,53,53,0
-0.875,-0.635,-0.66,1.113888888888889,53,53,54,0
-0.66,-0.875,-0.775,1.1111111111111112,53,54,58,0
-0.775,-0.66,-0.825,1.025,54,58,57,0
-0.825,-0.775,-0.73,1.0444444444444445,58,57,58,0
-0.73,-0.825,-0.655,1.0333333333333334,57,58,55,0
-0.655,-0.73,-0.58,1.0888888888888888,58,55,55,0
-0.58,-0.655,-0.8,1.0833333333333333,55,55,63,0
-0.8,-0.58,-0.245,0.9388888888888889,55,63,553,0
-0.245,-0.8,-0.86,0.10833333333333334,63,553,59,5
-0.86,-0.245,-1.105,1.0055555555555555,553,59,111,0
-1.105,-0.86,-0.365,0.5388888888888889,59,111,122,0
-0.365,-1.105,-0.805,0.49166666666666664,111,122,120,5
-0.805,-0.365,1.145,0.5,122,120,174,0
1.145,-0.805,-0.45,0.34444444444444444,120,174,47,1
-0.45,1.145,-0.755,1.2583333333333333,174,47,59,5
-0.755,-0.45,-0.82,1.0166666666666666,47,59,60,0
-0.82,-0.755,-0.64,0.9861111111111112,59,60,64,0
-0.64,-0.82,-0.765,0.9305555555555556,60,64,62,0
-0.765,-0.64,-0.78,0.9638888888888889,64,62,56,0
-0.78,-0.765,-0.76,1.0555555555555556,62,56,52,0
-0.76,-0.78,-0.51,1.1333333333333333,56,52,50,0
-0.51,-0.76,-0.66,1.1916666666666667,52,50,54,0
-0.66,-0.51,-0.695,1.0944444444444446,50,54,56,0
