Amplitude,1 Back,1 Forward,RR,HR back,HR,HR After,TYPE
-1.08,-0.37,-1.085,0.7666666666666667,200,78,77,0
-1.085,-1.08,-1.07,0.775,78,77,78,0
-1.07,-1.085,-0.91,0.7638888888888888,77,78,79,0
-0.91,-1.07,-0.77,0.7555555555555555,78,79,80,0
-0.77,-0.91,-0.875,0.7444444444444445,79,80,76,0
-0.875,-0.77,-1.105,0.7805555555555556,80,76,80,0
-1.105,-0.875,-1.145,0.75,76,80,83,0
-1.145,-1.105,-1.05,0.7166666666666667,80,83,82,0
-1.05,-1.145,-0.885,0.7305555555555555,83,82,82,0
-0.885,-1.05,-0.78,0.7277777777777777,82,82,80,0
-0.78,-0.885,-0.925,0.7416666666666667,82,80,80,0
-0.925,-0.78,-1.01,0.7472222222222222,80,80,81,0
-1.01,-0.925,-0.965,0.7388888888888889,80,81,84,0
-0.965,-1.01,-0.895,0.7138888888888889,81,84,79,0
-0.895,-0.965,-0.82,0.7527777777777778,84,79,78,0
-0.82,-0.895,-0.885,0.7666666666666667,79,78,81,0
-0.885,-0.82,-0.885,0.7361111111111112,78,81,84,0
-0.885,-0.885,-0.92,0.7138888888888889,81,84,81,0
-0.92,-0.885,-0.99,0.7333333333333333,84,81,80,0
-0.99,-0.92,-1.035,0.7444444444444445,81,80,78,0
-1.035,-0.99,-1.03,0.7611111111111111,80,78,81,0
-1.03,-1.035,-0.935,0.7361111111111112,78,81,81,0
-0.935,-1.03,-0.93,0.7333333333333333,81,81,79,0
-0.93,-0.935,-0.785,0.7583333333333333,81,79,78,0
-0.785,-0.93,-0.945,0.7638888888888888,79,78,81,0
-0.945,-0.785,-0.99,0.7361111111111112,78,81,83,0
-0.99,-0.945,-1.0,0.7194444444444444,81,83,81,0
-1.0,-0.99,-0.89,0.7333333333333333,83,81,80,0
-0.89,-1.0,-0.82,0.7472222222222222,81,80,79,0
-0.82,-0.89,-1.0,0.7583333333333333,80,79,89,0
-1.0,-0.82,-1.005,0.6694444444444444,79,89,75,0
-1.005,-1.0,-0.915,0.7944444444444444,89,75,80,1
-0.915,-1.005,-0.86,0.75,75,80,78,0
-0.86,-0.915,-0.81,0.7638888888888888,80,78,81,0
-0.81,-0.86,-0.81,0.7361111111111112,78,81,81,0
-0.81,-0.81,-1.05,0.7361111111111112,81,81,80,0
-1.05,-0.81,-0.97,0.7416666666666667,81,80,80,0
-0.97,-1.05,-0.985,0.75,80,80,77,0
-0.985,-0.97,-0.805,0.775,80,77,78,0
-0.805,-0.985,-0.74,0.7611111111111111,77,78,80,0
-0.74,-0.805,-0.825,0.7444444444444445,78,80,80,0
-0.825,-0.74,-1.045,0.7444444444444445,80,80,76,0
-1.045,-0.825,-0.995,0.7861111111111111,80,76,78,0
-0.995,-1.045,-0.99,0.7638888888888888,76,78,79,0
-0.99,-0.995,-0.85,0.7583333333333333,78,79,78,0
-0.85,-0.99,-0.825,0.7638888888888888,79,78,80,0
-0.825,-0.85,-0.98,0.7472222222222222,78,80,77,0
-0.98,-0.825,-1.19,0.7722222222222223,80,77,79,0
-1.19,-0.98,-1.1,0.7555555555555555,77,79,81,0
-1.1,-1.19,-1.08,0.7388888888888889,79,81,81,0
-1.08,-1.1,-0.935,0.7361111111111112,81,81,76,0
-0.935,-1.08,-0.84,0.7805555555555556,81,76,80,0
-0.84,-0.935,-1.015,0.7416666666666667,76,80,82,0
-1.015,-0.84,-1.18,0.725,80,82,80,0
-1.18,-1.015,-1.135,0.7416666666666667,82,80,80,0
-1.135,-1.18,-1.145,0.7416666666666667,80,80,79,0
-1.145,-1.135,-0.935,0.7555555555555555,80,79,78,0
-0.935,-1.145,-0.84,0.7638888888888888,79,78,78,0
-0.84,-0.935,-1.105,0.7611111111111111,78,78,78,0
-1.105,-0.84,-1.16,0.7611111111111111,78,78,73,0
-1.16,-1.105,-1.21,0.8138888888888889,78,73,77,0
-1.21,-1.16,-1.185,0.7722222222222223,73,77,80,0
-1.185,-1.21,-0.975,0.7472222222222222,77,80,77,0
-0.975,-1.185,-0.94,0.7722222222222223,80,77,78,0
-0.94,-0.975,-1.1,0.7666666666666667,77,78,77,0
-1.1,-0.94,-1.28,0.7777777777777778,78,77,79,0
-1.28,-1.1,-1.145,0.7527777777777778,77,79,80,0
-1.145,-1.28,-1.16,0.7416666666666667,79,80,80,0
-1.16,-1.145,-0.985,0.7416666666666667,80,80,78,0
-0.985,-1.16,-0.89,0.7611111111111111,80,78,81,0
-0.89,-0.985,-0.97,0.7361111111111112,78,81,85,0
-0.97,-0.89,-1.24,0.7027777777777777,81,85,82,0
-1.24,-0.97,-1.17,0.7305555555555555,85,82,81,0
-1.17,-1.24,-1.14,0.7333333333333333,82,81,80,0
-1.14,-1.17,-0.93,0.7472222222222222,81,80,80,0
-0.93,-1.14,-0.915,0.7472222222222222,80,80,81,0
-0.915,-0.93,-1.13,0.7361111111111112,80,81,82,0
-1.13,-0.915,-1.26,0.725,81,82,78,0
-1.26,-1.13,-1.185,0.7638888888888888,82,78,80,0
-1.185,-1.26,-1.225,0.7472222222222222,78,80,83,0
-1.225,-1.185,-1.12,0.7194444444444444,80,83,100,0
-1.12,-1.225,-0.865,0.5972222222222222,83,100,67,0
-0.865,-1.12,-1.085,0.8888888888888888,100,67,77,1
-1.085,-0.865,-1.26,0.7694444444444445,67,77,108,0
-1.26,-1.085,-1.355,0.5555555555555556,77,108,73,0
-1.355,-1.26,-1.155,0.8111111111111111,108,73,74,2
-1.155,-1.355,-1.03,0.8027777777777778,73,74,73,0
-1.03,-1.155,-0.95,0.8166666666666667,74,73,76,0
-0.95,-1.03,-1.11,0.7861111111111111,73,76,78,0
-1.11,-0.95,-1.295,0.7611111111111111,76,78,77,0
-1.295,-1.11,-1.205,0.7694444444444445,78,77,78,0
-1.205,-1.295,-1.285,0.7611111111111111,77,78,76,0
