Amplitude,1 Back,1 Forward,RR,HR back,HR,HR After,TYPE
0.105,0.1,0.2,0.3388888888888889,147,177,57,5
0.2,0.105,0.185,1.0361111111111112,177,57,59,0
0.185,0.2,0.195,1.0055555555555555,57,59,59,0
0.195,0.185,0.135,1.0055555555555555,59,59,56,0
0.135,0.195,0.11,1.0583333333333333,59,56,58,0
0.11,0.135,0.235,1.0222222222222221,56,58,57,0
0.235,0.11,0.23,1.038888888888889,58,57,62,0
0.23,0.235,0.19,0.9638888888888889,57,62,68,0
0.19,0.23,0.185,0.8777777777777778,62,68,64,0
0.185,0.19,0.18,0.9361111111111111,68,64,60,0
0.18,0.185,0.195,1.0,64,60,61,0
0.195,0.18,0.095,0.9722222222222222,60,61,65,0
0.095,0.195,0.17,0.9194444444444444,61,65,64,0
0.17,0.095,0.21,0.9305555555555556,65,64,70,0
0.21,0.17,0.165,0.8555555555555555,64,70,71,0
0.165,0.21,0.285,0.8416666666666667,70,71,70,0
0.285,0.165,0.1,0.8472222222222222,71,70,69,0
0.1,0.285,0.135,0.8638888888888889,70,69,72,0
0.135,0.1,0.115,0.8277777777777777,69,72,75,0
0.115,0.135,0.105,0.7916666666666666,72,75,75,0
0.105,0.115,0.285,0.8,75,75,74,0
0.285,0.105,0.365,0.8083333333333333,75,74,77,0
0.365,0.285,0.115,0.775,74,77,76,0
0.115,0.365,0.105,0.7833333333333333,77,76,75,0
0.105,0.115,0.15,0.7944444444444444,76,75,73,0
0.15,0.105,0.18,0.8111111111111111,75,73,76,0
0.18,0.15,0.405,0.7861111111111111,73,76,80,0
0.405,0.18,0.055,0.7416666666666667,76,80,87,0
0.055,0.405,0.1,0.6833333333333333,80,87,87,0
0.1,0.055,0.15,0.6833333333333333,87,87,85,0
0.15,0.1,0.205,0.7,87,85,80,0
0.205,0.15,0.09,0.7472222222222222,85,80,77,0
0.09,0.205,0.11,0.7694444444444445,80,77,80,0
0.11,0.09,0.14,0.7444444444444445,77,80,71,0
0.14,0.11,0.14,0.8388888888888889,80,71,60,0
0.14,0.14,0.14,0.9972222222222222,71,60,62,0
0.14,0.14,0.175,0.9555555555555556,60,62,62,0
0.175,0.14,0.205,0.9638888888888889,62,62,61,0
0.205,0.175,0.27,0.9777777777777777,62,61,59,0
0.27,0.205,0.23,1.0055555555555555,61,59,61,0
0.23,0.27,0.05,0.9777777777777777,59,61,67,0
0.05,0.23,0.18,0.8833333333333333,61,67,72,0
0.18,0.05,0.255,0.8277777777777777,67,72,157,0
0.255,0.18,0.055,0.38055555555555554,72,157,131,0
0.055,0.255,0.23,0.45555555555555555,157,131,69,5
0.23,0.055,0.145,0.8583333333333333,131,69,64,0
0.145,0.23,0.165,0.9361111111111111,69,64,63,0
0.165,0.145,0.185,0.9416666666666667,64,63,65,0
