Amplitude,1 Back,1 Forward,RR,HR back,HR,HR After,TYPE
0.375,-0.3,0.375,0.7611111111111111,480,78,80,0
0.375,0.375,0.345,0.7416666666666667,78,80,81,0
0.345,0.375,0.335,0.7333333333333333,80,81,83,0
0.335,0.345,0.36,0.7166666666666667,81,83,82,0
0.36,0.335,0.42,0.7277777777777777,83,82,148,0
0.42,0.36,-0.23,0.4027777777777778,82,148,178,0
-0.23,0.42,0.875,0.33611111111111114,148,178,83,5
0.875,-0.23,0.93,0.7222222222222222,178,83,79,0
0.93,0.875,0.89,0.7583333333333333,83,79,80,0
0.89,0.93,0.905,0.7444444444444445,79,80,83,0
0.905,0.89,0.9,0.7194444444444444,80,83,83,0
0.9,0.905,0.875,0.7194444444444444,83,83,83,0
0.875,0.9,0.975,0.7166666666666667,83,83,83,0
0.975,0.875,0.995,0.7194444444444444,83,83,82,0
0.995,0.975,0.905,0.725,83,82,82,0
0.905,0.995,0.86,0.7305555555555555,82,82,78,0
0.86,0.905,0.745,0.7611111111111111,82,78,80,0
0.745,0.86,0.72,0.75,78,80,79,0
0.72,0.745,0.67,0.7527777777777778,80,79,78,0
0.67,0.72,0.665,0.7611111111111111,79,78,79,0
0.665,0.67,0.815,0.7555555555555555,78,79,120,0
0.815,0.665,-0.265,0.49722222222222223,79,120,225,0
-0.265,0.815,0.225,0.26666666666666666,120,225,81,5
0.225,-0.265,0.335,0.7333333333333333,225,81,80,0
0.335,0.225,0.235,0.7416666666666667,81,80,81,0
0.235,0.335,0.28,0.7361111111111112,80,81,78,0
0.28,0.235,0.345,0.7611111111111111,81,78,79,0
0.345,0.28,0.38,0.7583333333333333,78,79,84,0
0.38,0.345,0.39,0.7138888888888889,79,84,82,0
0.39,0.38,0.345,0.7277777777777777,84,82,85,0
0.345,0.39,0.23,0.7,82,85,87,0
0.23,0.345,0.35,0.6888888888888889,85,87,86,0
0.35,0.23,0.345,0.6916666666666667,87,86,86,0
0.345,0.35,0.265,0.6944444444444444,86,86,83,0
0.265,0.345,0.32,0.7194444444444444,86,83,80,0
0.32,0.265,0.245,0.75,83,80,77,0
0.245,0.32,0.335,0.7694444444444445,80,77,134,0
0.335,0.245,-0.125,0.44722222222222224,77,134,200,0
-0.125,0.335,0.825,0.3,134,200,78,5
0.825,-0.125,0.765,0.7611111111111111,200,78,76,0
0.765,0.825,0.805,0.7888888888888889,78,76,76,0
0.805,0.765,0.84,0.7805555555555556,76,76,77,0
0.84,0.805,0.825,0.7777777777777778,76,77,79,0
0.825,0.84,0.835,0.7583333333333333,77,79,136,0
0.835,0.825,-0.115,0.4388888888888889,79,136,194,0
-0.115,0.835,0.37,0.30833333333333335,136,194,79,5
0.37,-0.115,0.355,0.7583333333333333,194,79,79,0
0.355,0.37,0.39,0.7583333333333333,79,79,78,0
0.39,0.355,0.35,0.7611111111111111,79,78,77,0
0.35,0.39,0.36,0.775,78,77,75,0
0.36,0.35,0.275,0.7916666666666666,77,75,77,0
0.275,0.36,0.41,0.7777777777777778,75,77,111,0
0.41,0.275,-0.14,0.5388888888888889,77,111,237,0
-0.14,0.41,0.885,0.25277777777777777,111,237,74,5
0.885,-0.14,0.98,0.8055555555555556,237,74,76,0
0.98,0.885,0.99,0.7861111111111111,74,76,78,0
0.99,0.98,0.985,0.7638888888888888,76,78,78,0
0.985,0.99,0.985,0.7666666666666667,78,78,77,0
0.985,0.985,0.945,0.7722222222222223,78,77,81,0
0.945,0.985,0.975,0.7388888888888889,77,81,77,0
0.975,0.945,1.025,0.7694444444444445,81,77,118,0
1.025,0.975,-0.105,0.5083333333333333,77,118,220,0
-0.105,1.025,0.495,0.2722222222222222,118,220,78,5
0.495,-0.105,0.5,0.7611111111111111,220,78,78,0
0.5,0.495,0.415,0.7638888888888888,78,78,75,0
0.415,0.5,0.355,0.7944444444444444,78,75,71,0
0.355,0.415,0.4,0.8361111111111111,75,71,72,0
0.4,0.355,0.46,0.825,71,72,72,0
0.46,0.4,0.435,0.8222222222222222,72,72,75,0
0.435,0.46,0.485,0.8,72,75,77,0
0.485,0.435,0.45,0.7694444444444445,75,77,77,0
0.45,0.485,0.445,0.775,77,77,79,0
0.445,0.45,0.43,0.7527777777777778,77,79,76,0
0.43,0.445,0.28,0.7833333333333333,79,76,74,0
0.28,0.43,0.315,0.8055555555555556,76,74,76,0
0.315,0.28,0.505,0.7888888888888889,74,76,77,0
0.505,0.315,0.345,0.775,76,77,77,0
0.345,0.505,0.37,0.7694444444444445,77,77,74,0
0.37,0.345,0.34,0.8027777777777778,77,74,74,0
0.34,0.37,0.485,0.8083333333333333,74,74,74,0
0.485,0.34,0.495,0.8055555555555556,74,74,78,0
0.495,0.485,0.49,0.7611111111111111,74,78,77,0
0.49,0.495,0.47,0.7694444444444445,78,77,76,0
0.47,0.49,0.48,0.7888888888888889,77,76,73,0
0.48,0.47,0.37,0.8166666666666667,76,73,70,0
0.37,0.48,0.405,0.8555555555555555,73,70,71,0
0.405,0.37,0.465,0.8444444444444444,70,71,73,0
0.465,0.405,0.48,0.8166666666666667,71,73,72,0
0.48,0.465,0.445,0.8333333333333334,73,72,70,0
0.445,0.48,0.555,0.8472222222222222,72,70,73,0
0.555,0.445,0.57,0.8138888888888889,70,73,75,0
0.57,0.555,0.52,0.7916666666666666,73,75,77,0
0.52,0.57,0.31,0.7777777777777778,75,77,74,0
0.31,0.52,0.325,0.8055555555555556,77,74,71,0
0.325,0.31,0.26,0.8361111111111111,74,71,72,0
0.26,0.325,0.28,0.825,71,72,72,0
0.28,0.26,0.295,0.8277777777777777,72,72,72,0
0.295,0.28,0.43,0.8305555555555556,72,72,76,0
0.43,0.295,0.295,0.7861111111111111,72,76,82,0
0.295,0.43,0.3,0.7277777777777777,76,82,81,0
0.3,0.295,0.485,0.7361111111111112,82,81,80,0
0.485,0.3,0.41,0.7472222222222222,81,80,82,0
0.41,0.485,0.495,0.7277777777777777,80,82,78,0
0.495,0.41,0.53,0.7638888888888888,82,78,75,0
0.53,0.495,0.575,0.8,78,75,73,0
0.575,0.53,0.56,0.8138888888888889,75,73,73,0
0.56,0.575,0.525,0.8138888888888889,73,73,72,0
0.525,0.56,0.5,0.825,73,72,71,0
0.5,0.525,0.515,0.8388888888888889,72,71,74,0
0.515,0.5,0.6,0.8055555555555556,71,74,74,0
0.6,0.515,0.62,0.8027777777777778,74,74,76,0
0.62,0.6,0.61,0.7888888888888889,74,76,74,0
0.61,0.62,0.545,0.8027777777777778,76,74,72,0
0.545,0.61,0.48,0.8277777777777777,74,72,72,0
0.48,0.545,0.485,0.8333333333333334,72,72,75,0
0.485,0.48,0.505,0.8,72,75,76,0
0.505,0.485,0.475,0.7805555555555556,75,76,80,0
0.475,0.505,0.295,0.75,76,80,78,0
0.295,0.475,0.355,0.7638888888888888,80,78,73,0
0.355,0.295,0.43,0.8138888888888889,78,73,74,0
0.43,0.355,0.44,0.8083333333333333,73,74,72,0
0.44,0.43,0.34,0.8222222222222222,74,72,73,0
0.34,0.44,0.395,0.8194444444444444,72,73,69,0
0.395,0.34,0.375,0.8583333333333333,73,69,69,0
0.375,0.395,0.48,0.8583333333333333,69,69,73,0
0.48,0.375,0.48,0.8166666666666667,69,73,75,0
0.48,0.48,0.52,0.7944444444444444,73,75,75,0
0.52,0.48,0.575,0.7944444444444444,75,75,76,0
0.575,0.52,0.505,0.7888888888888889,75,76,77,0
0.505,0.575,0.36,0.7777777777777778,76,77,74,0
0.36,0.505,0.18,0.8055555555555556,77,74,72,0
0.18,0.36,0.135,0.8333333333333334,74,72,69,0
0.135,0.18,0.425,0.8638888888888889,72,69,66,0
0.425,0.135,0.83,0.9083333333333333,69,66,69,0
0.83,0.425,0.81,0.8694444444444445,66,69,68,0
0.81,0.83,0.7,0.875,69,68,68,0
0.7,0.81,0.765,0.875,68,68,73,0
0.765,0.7,0.745,0.8166666666666667,68,73,73,0
0.745,0.765,0.525,0.8111111111111111,73,73,75,0
0.525,0.745,0.55,0.7972222222222223,73,75,73,0
0.55,0.525,0.38,0.8138888888888889,75,73,72,0
0.38,0.55,0.38,0.8305555555555556,73,72,69,0
0.38,0.38,0.465,0.8638888888888889,72,69,69,0
0.465,0.38,0.455,0.8638888888888889,69,69,74,0
0.455,0.465,0.515,0.8055555555555556,69,74,75,0
0.515,0.455,0.525,0.7916666666666666,74,75,76,0
0.525,0.515,0.485,0.7888888888888889,75,76,75,0
0.485,0.525,0.53,0.8,76,75,77,0
0.53,0.485,0.6,0.7694444444444445,75,77,76,0
0.6,0.53,0.575,0.7805555555555556,77,76,76,0
0.575,0.6,0.59,0.7888888888888889,76,76,78,0
0.59,0.575,0.56,0.7666666666666667,76,78,111,0
0.56,0.59,0.0,0.5388888888888889,78,111,225,0
0.0,0.56,1.02,0.26666666666666666,111,225,72,5
1.02,0.0,1.06,0.825,225,72,69,0
1.06,1.02,0.945,0.8583333333333333,72,69,127,0
0.945,1.06,-0.005,0.46944444444444444,69,127,164,0
-0.005,0.945,0.4,0.3638888888888889,127,164,70,5
0.4,-0.005,0.49,0.8527777777777777,164,70,67,0
0.49,0.4,0.45,0.8833333333333333,70,67,69,0
0.45,0.49,0.49,0.8611111111111112,67,69,73,0
0.49,0.45,0.5,0.8194444444444444,69,73,78,0
0.5,0.49,0.44,0.7666666666666667,73,78,78,0
0.44,0.5,0.395,0.7611111111111111,78,78,80,0
0.395,0.44,0.45,0.7416666666666667,78,80,80,0
0.45,0.395,0.39,0.75,80,80,78,0
0.39,0.45,0.465,0.7638888888888888,80,78,81,0
0.465,0.39,0.485,0.7388888888888889,78,81,80,0
0.485,0.465,0.52,0.7472222222222222,81,80,79,0
0.52,0.485,0.545,0.7555555555555555,80,79,78,0
0.545,0.52,0.59,0.7638888888888888,79,78,77,0
0.59,0.545,0.665,0.7722222222222223,78,77,79,0
0.665,0.59,0.55,0.7555555555555555,77,79,75,0
0.55,0.665,0.58,0.7944444444444444,79,75,66,0
0.58,0.55,0.45,0.9027777777777778,75,66,106,0
0.45,0.58,-0.145,0.5611111111111111,66,106,174,0
-0.145,0.45,1.05,0.34444444444444444,106,174,64,5
1.05,-0.145,1.005,0.9277777777777778,174,64,68,0
1.005,1.05,1.14,0.875,64,68,72,0
1.14,1.005,1.13,0.8305555555555556,68,72,73,0
1.13,1.14,1.125,0.8166666666666667,72,73,72,0
1.125,1.13,1.07,0.8222222222222222,73,72,74,0
1.07,1.125,1.14,0.8055555555555556,72,74,76,0
1.14,1.07,1.11,0.7888888888888889,74,76,76,0
1.11,1.14,1.125,0.7861111111111111,76,76,77,0
1.125,1.11,1.15,0.7694444444444445,76,77,76,0
1.15,1.125,1.065,0.7805555555555556,77,76,75,0
1.065,1.15,1.165,0.7944444444444444,76,75,74,0
1.165,1.065,1.15,0.8055555555555556,75,74,73,0
1.15,1.165,1.01,0.8166666666666667,74,73,73,0
1.01,1.15,1.04,0.8194444444444444,73,73,75,0
1.04,1.01,1.085,0.8,73,75,74,0
1.085,1.04,1.02,0.8055555555555556,75,74,72,0
1.02,1.085,1.08,0.8333333333333334,74,72,72,0
1.08,1.02,1.04,0.8222222222222222,72,72,75,0
1.04,1.08,1.19,0.7944444444444444,72,75,124,0
1.19,1.04,-0.08,0.48055555555555557,75,124,201,0
-0.08,1.19,0.545,0.2972222222222222,124,201,125,5
0.545,-0.08,-0.165,0.4777777777777778,201,125,209,0
-0.165,0.545,1.055,0.2861111111111111,125,209,114,5
1.055,-0.165,-0.13,0.5222222222222223,209,114,248,0
-0.13,1.055,0.565,0.24166666666666667,114,248,80,5
0.565,-0.13,0.55,0.7444444444444445,248,80,79,0
0.55,0.565,0.44,0.7527777777777778,80,79,78,0
0.44,0.55,0.445,0.7611111111111111,79,78,79,0
0.445,0.44,0.455,0.7583333333333333,78,79,118,0
0.455,0.445,-0.135,0.5055555555555555,79,118,211,0
-0.135,0.455,0.925,0.2833333333333333,118,211,73,5
0.925,-0.135,0.995,0.8166666666666667,211,73,74,0
0.995,0.925,1.045,0.8083333333333333,73,74,78,0
1.045,0.995,1.08,0.7611111111111111,74,78,79,0
1.08,1.045,1.085,0.7555555555555555,78,79,81,0
1.085,1.08,0.97,0.7333333333333333,79,81,81,0
0.97,1.085,1.0,0.7333333333333333,81,81,82,0
1.0,0.97,0.925,0.7277777777777777,81,82,80,0
0.925,1.0,0.9,0.7472222222222222,82,80,131,0
0.9,0.925,-0.04,0.45555555555555555,80,131,200,0
-0.04,0.9,0.39,0.3,131,200,110,5
0.39,-0.04,-0.11,0.5444444444444444,200,110,270,0
-0.11,0.39,0.89,0.2222222222222222,110,270,78,5
0.89,-0.11,0.86,0.7666666666666667,270,78,80,0
0.86,0.89,0.835,0.75,78,80,76,0
0.835,0.86,0.77,0.7833333333333333,80,76,73,0
0.77,0.835,0.79,0.8166666666666667,76,73,111,0
0.79,0.77,-0.25,0.5388888888888889,73,111,242,0
