Amplitude,1 Back,1 Forward,RR,HR back,HR,HR After,TYPE
-1.225,0.045,-1.22,0.8,553,75,68,0
-1.22,-1.225,-1.28,0.8722222222222222,75,68,68,0
-1.28,-1.22,-1.255,0.875,68,68,68,0
-1.255,-1.28,-1.305,0.875,68,68,68,0
-1.305,-1.255,-1.21,0.8805555555555555,68,68,72,0
-1.21,-1.305,-1.295,0.8277777777777777,68,72,93,0
-1.295,-1.21,0.925,0.6388888888888888,72,93,62,0
0.925,-1.295,-1.225,0.9555555555555556,93,62,77,1
-1.225,0.925,-1.19,0.7722222222222223,62,77,68,0
-1.19,-1.225,-1.265,0.8777777777777778,77,68,133,0
-1.265,-1.19,0.89,0.45,68,133,47,0
0.89,-1.265,-1.14,1.275,133,47,77,1
-1.14,0.89,-1.15,0.7722222222222223,47,77,83,0
-1.15,-1.14,-1.195,0.7194444444444444,77,83,82,0
-1.195,-1.15,-1.185,0.7305555555555555,83,82,79,0
-1.185,-1.195,-1.27,0.7583333333333333,82,79,78,0
-1.27,-1.185,-1.115,0.7638888888888888,79,78,77,0
-1.115,-1.27,-1.105,0.775,78,77,68,0
-1.105,-1.115,-1.065,0.8805555555555555,77,68,67,0
-1.065,-1.105,-0.91,0.8944444444444445,68,67,80,0
-0.91,-1.065,-0.955,0.7472222222222222,67,80,83,0
-0.955,-0.91,-1.21,0.7222222222222222,80,83,82,0
-1.21,-0.955,-1.35,0.7277777777777777,83,82,76,0
-1.35,-1.21,-1.475,0.7805555555555556,82,76,73,0
-1.475,-1.35,-1.375,0.8166666666666667,76,73,73,0
-1.375,-1.475,-1.325,0.8194444444444444,73,73,74,0
-1.325,-1.375,-1.395,0.8027777777777778,73,74,72,0
-1.395,-1.325,-1.19,0.8333333333333334,74,72,78,0
-1.19,-1.395,-1.32,0.7666666666666667,72,78,84,0
-1.32,-1.19,-1.215,0.7138888888888889,78,84,80,0
-1.215,-1.32,-1.095,0.7472222222222222,84,80,76,0
-1.095,-1.215,-1.235,0.7805555555555556,80,76,72,0
-1.235,-1.095,-1.145,0.825,76,72,69,0
-1.145,-1.235,-1.22,0.8611111111111112,72,69,72,0
-1.22,-1.145,-1.255,0.825,69,72,78,0
-1.255,-1.22,-1.165,0.7666666666666667,72,78,77,0
-1.165,-1.255,-1.325,0.7722222222222223,78,77,80,0
-1.325,-1.165,-1.21,0.7416666666666667,77,80,79,0
-1.21,-1.325,-1.29,0.7527777777777778,80,79,76,0
-1.29,-1.21,-1.28,0.7833333333333333,79,76,73,0
-1.28,-1.29,-1.225,0.8138888888888889,76,73,71,0
