Amplitude,1 Back,1 Forward,RR,HR back,HR,HR After,TYPE
-0.275,0.12,-0.275,0.5361111111111111,490,111,97,0
-0.275,-0.275,-0.265,0.6138888888888889,111,97,140,0
-0.265,-0.275,0.44,0.42777777777777776,97,140,89,0
0.44,-0.265,-0.295,0.6694444444444444,140,89,100,1
-0.295,0.44,-0.37,0.5972222222222222,89,100,99,0
-0.37,-0.295,-0.295,0.6027777777777777,100,99,75,0
-0.295,-0.37,-0.16,0.8,99,75,93,0
-0.16,-0.295,-0.245,0.6444444444444445,75,93,102,0
-0.245,-0.16,-0.2,0.5833333333333334,93,102,97,0
-0.2,-0.245,-0.225,0.6138888888888889,102,97,83,0
-0.225,-0.2,-0.225,0.7194444444444444,97,83,89,0
-0.225,-0.225,-0.195,0.6694444444444444,83,89,90,0
-0.195,-0.225,-0.23,0.6611111111111111,89,90,83,0
-0.23,-0.195,-0.25,0.7194444444444444,90,83,99,0
-0.25,-0.23,-0.28,0.6055555555555555,83,99,102,0
-0.28,-0.25,-0.22,0.5833333333333334,99,102,129,0
-0.22,-0.28,0.165,0.4638888888888889,102,129,69,0
0.165,-0.22,-0.21,0.8611111111111112,129,69,93,1
-0.21,0.165,-0.1,0.6388888888888888,69,93,100,0
-0.1,-0.21,-0.175,0.5944444444444444,93,100,93,0
-0.175,-0.1,-0.145,0.6388888888888888,100,93,72,0
-0.145,-0.175,-0.095,0.8305555555555556,93,72,90,0
-0.095,-0.145,-0.105,0.6638888888888889,72,90,80,0
-0.105,-0.095,-0.09,0.7444444444444445,90,80,109,0
-0.09,-0.105,-0.125,0.5472222222222223,80,109,81,0
-0.125,-0.09,-0.135,0.7333333333333333,109,81,79,0
-0.135,-0.125,-0.13,0.7555555555555555,81,79,129,0
-0.13,-0.135,0.32,0.4638888888888889,79,129,103,0
0.32,-0.13,-0.13,0.5805555555555556,129,103,104,1
-0.13,0.32,-0.295,0.575,103,104,90,0
-0.295,-0.13,-0.22,0.6666666666666666,104,90,95,0
-0.22,-0.295,-0.17,0.6305555555555555,90,95,106,0
-0.17,-0.22,-0.255,0.5638888888888889,95,106,96,0
-0.255,-0.17,-0.51,0.625,106,96,79,0
-0.51,-0.255,-0.125,0.7583333333333333,96,79,76,0
-0.125,-0.51,-0.13,0.7888888888888889,79,76,80,3
-0.13,-0.125,-0.045,0.75,76,80,104,0
