Amplitude,1 Back,1 Forward,RR,HR back,HR,HR After,TYPE
-2.65,-0.495,-2.52,0.4388888888888889,280,136,96,0
-2.52,-2.65,-2.72,0.625,136,96,110,0
-2.72,-2.52,-2.885,0.5416666666666666,96,110,108,0
-2.885,-2.72,-3.025,0.5555555555555556,110,108,106,0
-3.025,-2.885,-2.54,0.5638888888888889,108,106,110,0
-2.54,-3.025,-2.72,0.5444444444444444,106,110,111,0
-2.72,-2.54,-2.845,0.5388888888888889,110,111,114,0
-2.845,-2.72,-2.89,0.525,111,114,111,0
-2.89,-2.845,-2.545,0.5388888888888889,114,111,109,0
-2.545,-2.89,-2.67,0.55,111,109,114,0
-2.67,-2.545,-2.83,0.525,109,114,109,0
-2.83,-2.67,-2.67,0.5472222222222223,114,109,108,0
-2.67,-2.83,-2.63,0.5527777777777778,109,108,108,0
-2.63,-2.67,-2.82,0.5555555555555556,108,108,114,0
-2.82,-2.63,-2.89,0.525,108,114,109,0
-2.89,-2.82,-2.54,0.55,114,109,114,0
-2.54,-2.89,-2.67,0.525,109,114,110,0
-2.67,-2.54,-2.785,0.5416666666666666,114,110,106,0
-2.785,-2.67,-2.57,0.5638888888888889,110,106,107,0
-2.57,-2.785,-2.76,0.5583333333333333,106,107,111,0
-2.76,-2.57,-2.93,0.5361111111111111,107,111,107,0
-2.93,-2.76,-2.455,0.5583333333333333,111,107,113,0
-2.455,-2.93,-2.63,0.5305555555555556,107,113,111,0
-2.63,-2.455,-2.675,0.5361111111111111,113,111,113,0
-2.675,-2.63,-2.86,0.5305555555555556,111,113,110,0
-2.86,-2.675,-2.53,0.5444444444444444,113,110,106,0
-2.53,-2.86,-2.58,0.5611111111111111,110,106,109,0
-2.58,-2.53,-2.725,0.5472222222222223,106,109,108,0
-2.725,-2.58,-2.68,0.5555555555555556,109,108,112,0
-2.68,-2.725,-2.49,0.5333333333333333,108,112,111,0
-2.49,-2.68,-2.67,0.5361111111111111,112,111,113,0
-2.67,-2.49,-2.86,0.5305555555555556,111,113,110,0
-2.86,-2.67,-2.515,0.5444444444444444,113,110,108,0
-2.515,-2.86,-2.605,0.5527777777777778,110,108,108,0
-2.605,-2.515,-2.805,0.5527777777777778,108,108,111,0
-2.805,-2.605,-2.94,0.5361111111111111,108,111,108,0
-2.94,-2.805,-2.595,0.5527777777777778,111,108,114,0
-2.595,-2.94,-2.69,0.525,108,114,111,0
-2.69,-2.595,-2.855,0.5361111111111111,114,111,108,0
-2.855,-2.69,-2.55,0.5527777777777778,111,108,111,0
-2.55,-2.855,-2.64,0.5361111111111111,108,111,110,0
-2.64,-2.55,-2.735,0.5416666666666666,111,110,110,0
-2.735,-2.64,-2.78,0.5416666666666666,110,110,106,0
-2.78,-2.735,-2.655,0.5611111111111111,110,106,108,0
-2.655,-2.78,-2.51,0.5527777777777778,106,108,109,0
-2.51,-2.655,-2.675,0.5472222222222223,108,109,114,0
-2.675,-2.51,-2.84,0.525,109,114,109,0
-2.84,-2.675,-2.55,0.5472222222222223,114,109,108,0
-2.55,-2.84,-2.585,0.5555555555555556,109,108,107,0
-2.585,-2.55,-2.695,0.5583333333333333,108,107,112,0
-2.695,-2.585,-2.695,0.5333333333333333,107,112,108,0
-2.695,-2.695,-2.465,0.5527777777777778,112,108,114,0
-2.465,-2.695,-2.53,0.525,108,114,111,0
-2.53,-2.465,-2.695,0.5388888888888889,114,111,111,0
-2.695,-2.53,-2.34,0.5388888888888889,111,111,112,0
-2.34,-2.695,-2.505,0.5333333333333333,111,112,111,0
-2.505,-2.34,-2.58,0.5388888888888889,112,111,109,0
-2.58,-2.505,-2.48,0.5472222222222223,111,109,106,0
-2.48,-2.58,-2.45,0.5638888888888889,109,106,113,0
-2.45,-2.48,-2.61,0.5305555555555556,106,113,111,0
-2.61,-2.45,-2.785,0.5388888888888889,113,111,111,0
-2.785,-2.61,-2.37,0.5361111111111111,111,111,110,0
-2.37,-2.785,-2.45,0.5416666666666666,111,110,109,0
-2.45,-2.37,-2.565,0.5472222222222223,110,109,106,0
-2.565,-2.45,-2.57,0.5611111111111111,109,106,109,0
-2.57,-2.565,-2.315,0.5472222222222223,106,109,109,0
-2.315,-2.57,-2.435,0.55,109,109,114,0
-2.435,-2.315,-2.615,0.5222222222222223,109,114,111,0
-2.615,-2.435,-2.655,0.5388888888888889,114,111,110,0
-2.655,-2.615,-2.365,0.5444444444444444,111,110,109,0
-2.365,-2.655,-2.35,0.5472222222222223,110,109,110,0
-2.35,-2.365,-2.57,0.5416666666666666,109,110,110,0
-2.57,-2.35,-2.73,0.5444444444444444,110,110,108,0
-2.73,-2.57,-2.335,0.5527777777777778,110,108,110,0
-2.335,-2.73,-2.4,0.5416666666666666,108,110,111,0
-2.4,-2.335,-2.535,0.5388888888888889,110,111,114,0
-2.535,-2.4,-2.575,0.525,111,114,111,0
-2.575,-2.535,-2.255,0.5361111111111111,114,111,109,0
-2.255,-2.575,-2.39,0.5472222222222223,111,109,108,0
-2.39,-2.255,-2.555,0.5555555555555556,109,108,111,0
-2.555,-2.39,-2.59,0.5361111111111111,108,111,109,0
-2.59,-2.555,-2.405,0.55,111,109,111,0
-2.405,-2.59,-2.365,0.5361111111111111,109,111,112,0
-2.365,-2.405,-2.545,0.5333333333333333,111,112,111,0
