Amplitude,1 Back,1 Forward,RR,HR back,HR,HR After,TYPE
-0.58,0.165,0.98,0.675,583,88,72,4
0.98,-0.58,0.905,0.8305555555555556,88,72,75,4
0.905,0.98,0.835,0.7944444444444444,72,75,75,4
0.835,0.905,0.625,0.7972222222222223,75,75,74,4
0.625,0.835,0.325,0.8027777777777778,75,74,79,4
0.325,0.625,0.725,0.7555555555555555,74,79,69,4
0.725,0.325,0.835,0.8694444444444445,79,69,72,4
0.835,0.725,0.64,0.8305555555555556,69,72,74,4
0.64,0.835,0.795,0.8055555555555556,72,74,74,4
0.795,0.64,0.655,0.8083333333333333,74,74,74,4
0.655,0.795,0.665,0.8055555555555556,74,74,74,4
0.665,0.655,0.31,0.8055555555555556,74,74,78,4
0.31,0.665,0.695,0.7611111111111111,74,78,70,4
0.695,0.31,0.71,0.85,78,70,70,4
0.71,0.695,0.7,0.8472222222222222,70,70,72,4
0.7,0.71,0.525,0.825,70,72,74,4
0.525,0.7,0.715,0.8083333333333333,72,74,75,4
0.715,0.525,0.705,0.7944444444444444,74,75,75,4
0.705,0.715,0.485,0.8,75,75,71,4
0.485,0.705,0.02,0.8444444444444444,75,71,80,4
0.02,0.485,0.63,0.75,71,80,70,4
0.63,0.02,0.565,0.8555555555555555,80,70,73,4
0.565,0.63,0.755,0.8138888888888889,70,73,72,4
0.755,0.565,0.585,0.8277777777777777,73,72,74,4
0.585,0.755,0.75,0.8055555555555556,72,74,96,4
0.75,0.585,0.145,0.6222222222222222,74,96,342,4
0.145,0.75,1.105,0.175,96,342,71,5
1.105,0.145,0.34,0.8388888888888889,342,71,82,4
0.34,1.105,0.54,0.7305555555555555,71,82,69,4
0.54,0.34,0.13,0.8666666666666667,82,69,80,4
0.13,0.54,-0.17,0.7472222222222222,69,80,744,4
-0.17,0.13,0.52,0.08055555555555556,80,744,73,5
0.52,-0.17,0.415,0.8166666666666667,744,73,74,4
0.415,0.52,0.51,0.8055555555555556,73,74,72,4
0.51,0.415,0.175,0.8333333333333334,74,72,79,4
0.175,0.51,0.45,0.7583333333333333,72,79,76,4
0.45,0.175,0.45,0.7805555555555556,79,76,71,4
0.45,0.45,0.875,0.8361111111111111,76,71,70,4
0.875,0.45,0.6,0.85,71,70,72,4
0.6,0.875,0.495,0.8222222222222222,70,72,72,4
0.495,0.6,0.455,0.8305555555555556,72,72,74,4
0.455,0.495,0.1,0.8083333333333333,72,74,68,4
0.1,0.455,-0.525,0.875,74,68,87,4
-0.525,0.1,0.495,0.6861111111111111,68,87,75,4
0.495,-0.525,0.67,0.8,87,75,69,4
0.67,0.495,0.56,0.8611111111111112,75,69,72,4
0.56,0.67,0.57,0.8333333333333334,69,72,73,4
0.57,0.56,0.775,0.8166666666666667,72,73,71,4
0.775,0.57,0.395,0.8444444444444444,73,71,78,4
0.395,0.775,1.055,0.7666666666666667,71,78,77,4
1.055,0.395,0.945,0.7777777777777778,78,77,77,4
